Title,Date,Category,Link
U.S. Attorney Jesse Laslovich Announces $10.8 Million Civil Settlement With St. Peter’s Health Over False Claims Act Misconduct,2024-08-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorney-jesse-laslovich-announces-108-million-civil-settlement-with-st-peters-health-over-false-claims-act-misconduct/
"Oklahoma Medical Clinic, Owners, And Treating Physician Pay $246,000 To Settle Allegations Of Submitting False Medicare Claims For Medically Unnecessary Ultrasound Procedures",2024-08-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/oklahoma-medical-clinic-owners-and-treating-physician-pay-246000-to-settle-allegations-of-submitting-false-medicare-claims-for-medically-unnecessary-ultrasound-procedures/
California Doctor Sentenced For Health Care Fraud Scheme,2024-08-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/california-doctor-sentenced-for-health-care-fraud-scheme/
Baptist Health Services Agreed to Pay $1.4 Million for Allegedly Violating the Civil Monetary Penalties Law by Using False Records in Support of Claims for Office Visits,2024-08-27,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/baptist-health-services-agreed-to-pay-14-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-using-false-records-in-support-of-claims-for-office-visits/
"Florence Wellness Agreed to Pay $194,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Improper Claims for Remote Patient Monitoring",2024-08-27,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/florence-wellness-agreed-to-pay-194000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-improper-claims-for-remote-patient-monitoring/
"Yavapai Regional Medical Center Agreed to Pay $10,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Not Properly Certified",2024-08-27,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/yavapai-regional-medical-center-agreed-to-pay-10000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-not-properly-certified/
"Temporary Nurse Staffing Agencies In Quincy, Waltham To Pay More Than $600,000 In Separate Settlements For Failure To Comply With Rate Limits",2024-08-27,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/temporary-nurse-staffing-agencies-in-quincy-waltham-to-pay-more-than-600000-in-separate-settlements-for-failure-to-comply-with-rate-limits/
Madison Man Pleads Guilty To Conspiracy To Defraud The United States,2024-08-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/madison-man-pleads-guilty-to-conspiracy-to-defraud-the-united-states/
Connecticut Dentists Pay $1.7 Million To Settle False Claims Allegations,2024-08-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/connecticut-dentists-pay-17-million-to-settle-false-claims-allegations/
West Hartford Woman Sentenced For Medicaid Fraud,2024-08-29,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/west-hartford-woman-sentenced-for-medicaid-fraud/
Former Dentist Who Stole Millions From Maryland Medicaid Now Sentenced For Violating Probation,2024-08-30,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/former-dentist-who-stole-millions-from-maryland-medicaid-now-sentenced-for-violating-probation/
"Slidell Memorial Hospital Agreed to Pay Agreed to Pay $20,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2024-08-30,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/slidell-memorial-hospital-agreed-to-pay-agreed-to-pay-20000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Four Defendants Plead Guilty To Defrauding Virginia Medicaid,2024-09-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/four-defendants-plead-guilty-to-defrauding-virginia-medicaid/
Attorney General Brown Announces Conviction of Washington County Care Provider Who Assaulted Vulnerable Adult,2024-09-04,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-brown-announces-conviction-of-washington-county-care-provider-who-assaulted-vulnerable-adult/
Pharmaceutical Company Pays $25 Million To Resolve Alleged False Claims Act Liability For Price-Fixing Of Generic Drug,2024-09-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmaceutical-company-pays-25-million-to-resolve-alleged-false-claims-act-liability-for-price-fixing-of-generic-drug/
Connecticut Dentist Pleads Guilty To Violating Federal Anti-Kickback Law,2024-09-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/connecticut-dentist-pleads-guilty-to-violating-federal-anti-kickback-law/
Former Chief Operating Officer Of COVID-19 Testing Kit Company Sentenced To More Than Six Years In Federal Prison For Embezzling $1.85 Million,2024-09-04,COVID-19Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-chief-operating-officer-of-covid-19-testing-kit-company-sentenced-to-more-than-six-years-in-federal-prison-for-embezzling-185-million/
Home Health Care Company Operators Sentenced To Prison In $5.5 Million Kickback Scheme And Tax Evasion,2024-09-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/home-health-care-company-operators-sentenced-to-prison-in-55-million-kickback-scheme-and-tax-evasion/
Macon Resident Sentenced For Obstructing Justice In Civil Investigation,2024-09-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/macon-resident-sentenced-for-obstructing-justice-in-civil-investigation/
"Attorney General Moody Announces Arrest Of Owner Of Caregiving Company For More Than $20,000 In Medicaid Fraud",2024-09-05,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-moody-announces-arrest-of-owner-of-caregiving-company-for-more-than-20000-in-medicaid-fraud/
"The Rector and Visitors of the University of Virginia Agreed to Pay $66,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2024-09-06,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/the-rector-and-visitors-of-the-university-of-virginia-agreed-to-pay-66000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Pharmacists Convicted Of $13M Medicare, Medicaid, And Private Insurer Fraud Scheme",2024-09-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacists-convicted-of-13m-medicare-medicaid-and-private-insurer-fraud-scheme/
"Medical Device Company To Pay $700,000 To Resolve False Claims Act Allegations Concerning Inflated Reimbursements From Medicare And Medicaid",2024-09-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-device-company-to-pay-700000-to-resolve-false-claims-act-allegations-concerning-inflated-reimbursements-from-medicare-and-medicaid/
Marketer Of Durable Medical Equipment Admits Multimillion-Dollar Health Care Fraud Scheme,2024-09-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/marketer-of-durable-medical-equipment-admits-multimillion-dollar-health-care-fraud-scheme/
"Baylor College of Medicine Agreed to Pay $622,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying for Certain Technical Components of Services Related to Referrals by Certain Physicians and Physician Practices",2024-09-10,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/baylor-college-of-medicine-agreed-to-pay-622000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-for-certain-technical-components-of-services-related-to-referrals-by-certain-physicians-and-physician-practices/
Behavioral Health Care Company Executive Charged With Health Care Fraud,2024-09-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/behavioral-health-care-company-executive-charged-with-health-care-fraud/
"United States Files Suit Against Pain Institute Of Nashville, Michael Cox, Debbie Cox, And Related Entities",2024-09-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-files-suit-against-pain-institute-of-nashville-michael-cox-debbie-cox-and-related-entities/
"Medical Center Health System and Medical Center Hospital, and MCH Professional Care, Agreed to Pay $518,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Medically Unnecessary Services",2024-09-11,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/medical-center-health-system-and-medical-center-hospital-and-mch-professional-care-agreed-to-pay-518000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-medically-unnecessary-services/
"Man Pleads Guilty To Stealing More Than $68,000 From Medicaid And SNAP",2024-09-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-pleads-guilty-to-stealing-more-than-68000-from-medicaid-and-snap/
United States Settles Claims Of Durable Medical Equipment Fraud Against Wilmington Physician,2024-09-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-settles-claims-of-durable-medical-equipment-fraud-against-wilmington-physician/
Attorney General James Secures More Than $7.6 Million From Health Insurer For Using Banned Medicaid Provider,2024-09-12,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-secures-more-than-76-million-from-health-insurer-for-using-banned-medicaid-provider/
Former Charleston Physician Pleads Guilty To Federal Opioid Crime,2024-09-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-charleston-physician-pleads-guilty-to-federal-opioid-crime/
Final Medoc Defendant Sentenced In $4.4 Million Prescription Kickback Scheme,2024-09-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/final-medoc-defendant-sentenced-in-44-million-prescription-kickback-scheme/
Licensed Professional Counselor Indicted In $2 Million Health Care Fraud Scheme,2024-09-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/licensed-professional-counselor-indicted-in-2-million-health-care-fraud-scheme/
California Addiction Treatment Facility Operator Convicted Of Paying Nearly $2.9M In Illegal Kickbacks,2024-09-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/california-addiction-treatment-facility-operator-convicted-of-paying-nearly-29m-in-illegal-kickbacks/
Sioux City Mental Health Counselor Arrested For Fraudulent Billing Insurance And Medicaid,2024-09-13,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/sioux-city-mental-health-counselor-arrested-for-fraudulent-billing-insurance-and-medicaid/
Geriatric Nursing Assistant Sentenced For Theft Involving Nursing Facility Resident’s Debit Card,2024-09-13,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/geriatric-nursing-assistant-sentenced-for-theft-involving-nursing-facility-residents-debit-card/
Walgreens Agrees To Pay $106.8M To Resolve Allegations It Billed The Government For Prescriptions Never Dispensed,2024-09-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/walgreens-agrees-to-pay-1068m-to-resolve-allegations-it-billed-the-government-for-prescriptions-never-dispensed/
Attorney General Alan Wilson Announces Upstate Woman Charged With Fraud And Stealing From Vulnerable Adult,2024-09-16,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-upstate-woman-charged-with-fraud-and-stealing-from-vulnerable-adult/
"Dunes Surgical Hospital and USP Siouxland Agreed to Pay $267,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Free Office Space and Above Fair Market Value for Services",2024-09-16,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/dunes-surgical-hospital-and-usp-siouxland-agreed-to-pay-267000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-free-office-space-and-above-fair-market-value-for-services/
South Dakota Surgical Hospital Agrees To Pay More Than $12.7M To Resolve Alleged False Claims Act Violations,2024-09-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/south-dakota-surgical-hospital-agrees-to-pay-more-than-127m-to-resolve-alleged-false-claims-act-violations/
East Lansing Caregiver Sentenced For Role In Freezing Death Of Elderly Woman,2024-09-17,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/east-lansing-caregiver-sentenced-for-role-in-freezing-death-of-elderly-woman/
Doctor Pleads Guilty To Conspiracy To Illegally Using A Drug Enforcement Administration Registration Number Issued To Another,2024-09-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-pleads-guilty-to-conspiracy-to-illegally-using-a-drug-enforcement-administration-registration-number-issued-to-another/
South Dakota Surgical Hospital And United Surgical Partners International Agree To Pay More Than $12.7 Million To Resolve Alleged False Claims Act Violations,2024-09-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/south-dakota-surgical-hospital-and-united-surgical-partners-international-agree-to-pay-more-than-127-million-to-resolve-alleged-false-claims-act-violations/
Managers Of Suburban Chicago Youth Counseling Center Sentenced To Prison For Defrauding Illinois Medicaid Out Of $2.5 Million,2024-09-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/managers-of-suburban-chicago-youth-counseling-center-sentenced-to-prison-for-defrauding-illinois-medicaid-out-of-25-million/
"Maryland Man Sentenced For Selling Fraudulent Nursing Diplomas, Transcripts And Nursing Licenses",2024-09-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/maryland-man-sentenced-for-selling-fraudulent-nursing-diplomas-transcripts-and-nursing-licenses/
Carr: Lawrenceville Man Indicted For Medicaid And Identity Fraud,2024-09-18,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/carr-lawrenceville-man-indicted-for-medicaid-and-identity-fraud/
Attorney General Bonta Announces Indictment Of Southern California Healthcare Provider For Medi-Cal Fraud Of Nearly $60 Million,2024-09-18,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-bonta-announces-indictment-of-southern-california-healthcare-provider-for-medi-cal-fraud-of-nearly-60-million/
Oak Street Health Agrees To Pay $60M To Resolve Alleged False Claims Act Liability For Paying Kickbacks To Insurance Agents In Medicare Advantage Patient Recruitment Scheme,2024-09-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/oak-street-health-agrees-to-pay-60m-to-resolve-alleged-false-claims-act-liability-for-paying-kickbacks-to-insurance-agents-in-medicare-advantage-patient-recruitment-scheme/
Doctor Charged In $32.7M Medicare Fraud Scheme,2024-09-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-charged-in-327m-medicare-fraud-scheme/
"Medical Device Distributor To Pay $1,019,000 To Resolve False Claims Act Liability Arising From Billing Of “P-Stim” Devices",2024-09-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-device-distributor-to-pay-1019000-to-resolve-false-claims-act-liability-arising-from-billing-of-p-stim-devices/
Philadelphia Woman Sentenced To 20 Months In Prison For Conspiring To Defraud Medicaid,2024-09-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/philadelphia-woman-sentenced-to-20-months-in-prison-for-conspiring-to-defraud-medicaid/
Tallahassee Woman Arrested for Defrauding Medicaid Program,2024-09-20,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/tallahassee-woman-arrested-for-defrauding-medicaid-program/
Nine Individuals Indicted In $28 Million Illegal Opioid Distribution Conspiracy Three Doctors and A Clinic Owner Among Those Indicted,2024-09-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nine-individuals-indicted-in-28-million-illegal-opioid-distribution-conspiracy-three-doctors-and-a-clinic-owner-among-those-indicted/
"Michael G. Valpiani, MD AZ, and Dr. Michael G. Valpiani Agreed to Pay $296,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Not Provided as Claimed",2024-09-23,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/michael-g-valpiani-md-az-and-dr-michael-g-valpiani-agreed-to-pay-296000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-not-provided-as-claimed/
"Hope Pharmacy Agreed to Pay $100,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Waived Copayments",2024-09-23,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/hope-pharmacy-agreed-to-pay-100000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-waived-copayments/
Home Health Care Companies Owner Convicted Of Medicaid Fraud,2024-09-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/home-health-care-companies-owner-convicted-of-medicaid-fraud/
Attorney General Alan Wilson announces Irmo woman charged with stealing from Charleston nursing home resident,2024-09-24,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-irmo-woman-charged-with-stealing-from-charleston-nursing-home-resident/
"Digestive Health Partners Agreed to Pay $74,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Upcoded Drugs and Services",2024-09-24,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/digestive-health-partners-agreed-to-pay-74000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-upcoded-drugs-and-services/
Seven People Charged With Over $40 Million In Medicare And Medicaid Fraud,2024-09-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/seven-people-charged-with-over-40-million-in-medicare-and-medicaid-fraud/
"Big South Fork Medical Center Agreed to Pay $60,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide Appropriate Medical Screening Examinations",2024-09-24,CMP and Affirmative ExclusionsEMTALA/Patient Dumping,https://oig.hhs.gov/fraud/enforcement/big-south-fork-medical-center-agreed-to-pay-60000-for-allegedly-violating-patient-dumping-statute-by-failing-to-provide-appropriate-medical-screening-examinations/
Over 100 Defendants Federally Charged With Fraud Related To The COVID-19 Pandemic,2024-09-25,COVID-19Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/over-100-defendants-federally-charged-with-fraud-related-to-the-covid-19-pandemic/
Former Pharmacy Chief Financial Officer and Former Pharmacy President Admit Roles in $33 Million Pharmacy Compounded Medication Scheme,2024-09-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-pharmacy-chief-financial-officer-and-former-pharmacy-president-admit-roles-in-33-million-pharmacy-compounded-medication-scheme/
Texas Businessman Accused of $1.9 Million COVID Test Kit Fraud,2024-09-25,COVID-19Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/texas-businessman-accused-of-19-million-covid-test-kit-fraud/
Prineville Woman Sentenced to Federal Prison for Multi-Million Dollar Drug Treatment Fraud Scheme,2024-09-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/prineville-woman-sentenced-to-federal-prison-for-multi-million-dollar-drug-treatment-fraud-scheme/
Virginia-Based Defense Contractor To Pay $2.25 Million Fine for Bribery Conspiracy,2024-09-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/virginia-based-defense-contractor-to-pay-225-million-fine-for-bribery-conspiracy/
27 Individuals Indicted for Buying and Selling Wholesale Quantities of Misbranded and Diverted Prescription Drugs Resold to the Public Through Retail Pharmacies in Puerto Rico,2024-09-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/27-individuals-indicted-for-buying-and-selling-wholesale-quantities-of-misbranded-and-diverted-prescription-drugs-resold-to-the-public-through-retail-pharmacies-in-puerto-rico/
USAO NDWV Secures False Claims Act Settlement Relating to Use of Amniotic Fluid Injections for Pain Management,2024-09-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/usao-ndwv-secures-false-claims-act-settlement-relating-to-use-of-amniotic-fluid-injections-for-pain-management/
"$2,125,640 Recouped in Civil Settlements for Violations of the False Claims Act from Local Pharmacies in Cidra and Florida, Puerto Rico",2024-09-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/2125640-recouped-in-civil-settlements-for-violations-of-the-false-claims-act-from-local-pharmacies-in-cidra-and-florida-puerto-rico/
"Ra Medical Systems, Inc. & Physicians Pay Over $8 Million to Resolve False Claims Act Allegations of Illegal Kickbacks",2024-09-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ra-medical-systems-inc-physicians-pay-over-8-million-to-resolve-false-claims-act-allegations-of-illegal-kickbacks/
Behavioral Healthcare Company Executive Pleads Guilty to Healthcare Fraud,2024-09-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/behavioral-healthcare-company-executive-pleads-guilty-to-healthcare-fraud/
Attorney General Griffin Announces Arrest Of Little Rock Woman On Felony Medicaid Fraud Charge,2024-09-26,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-griffin-announces-arrest-of-little-rock-woman-on-felony-medicaid-fraud-charge/
Acadia Healthcare Company Inc. to Pay $19.85M to Settle Allegations Relating to Medically Unnecessary Inpatient Behavioral Health Services,2024-09-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/acadia-healthcare-company-inc-to-pay-1985m-to-settle-allegations-relating-to-medically-unnecessary-inpatient-behavioral-health-services/
"Physician and Office Manager Pay $450,000 to Resolve Alleged Violations of the Controlled Substance Act and the False Claims Act",2024-09-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physician-and-office-manager-pay-450000-to-resolve-alleged-violations-of-the-controlled-substance-act-and-the-false-claims-act/
"Hospital, Laboratory, Referring Physician, and Lab Employees Pay More than $7.2 Million To Resolve Civil Allegations of Fraudulent Laboratory Testing",2024-09-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hospital-laboratory-referring-physician-and-lab-employees-pay-more-than-72-million-to-resolve-civil-allegations-of-fraudulent-laboratory-testing/
Owner of Oahu Physical Therapy Clinics Pleads Guilty to Health Care Fraud,2024-09-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-oahu-physical-therapy-clinics-pleads-guilty-to-health-care-fraud/
The Pathway Home Abuse Investigation – Victims Being Sought,2024-09-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/the-pathway-home-abuse-investigation-victims-being-sought/
Lab Owner Pleads Guilty to $14M COVID-19 Fraud Scheme,2024-09-30,COVID-19Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/lab-owner-pleads-guilty-to-14m-covid-19-fraud-scheme/
Brooklyn-Based Home Health Care Agencies Settle Fraud Claims for $9.75 Million and Agree to Pay $7.5 Million in Wages and Benefits to Underpaid Aides,2024-09-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/brooklyn-based-home-health-care-agencies-settle-fraud-claims-for-975-million-and-agree-to-pay-75-million-in-wages-and-benefits-to-underpaid-aides/
"Patient First New Jersey Physicians Group Agreed to Pay $25,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2024-09-30,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/patient-first-new-jersey-physicians-group-agreed-to-pay-25000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Joint Regeneration of North Atlanta Agreed to Pay $66,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Orthoses that Did Not Meet Medicare Requirements",2024-09-30,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/joint-regeneration-of-north-atlanta-agreed-to-pay-66000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-orthoses-that-did-not-meet-medicare-requirements/
Attorney General James And U.S. Attorney Peace Secure Over $17 Million From Home Health Agencies For Cheating Workers And Defrauding Medicaid In Landmark Wage Parity Agreement,2024-09-30,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-and-us-attorney-peace-secure-over-17-million-from-home-health-agencies-for-cheating-workers-and-defrauding-medicaid-in-landmark-wage-parity-agreement/
Founder and Chief Executive Officer of Injectable Stem Cell Product Manufacturer Sentenced for Distributing Unapproved Drug,2024-09-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/founder-and-chief-executive-officer-of-injectable-stem-cell-product-manufacturer-sentenced-for-distributing-unapproved-drug/
Brookline Hospital to Pay Up To $6.5 Million to Resolve False Claims Act Liability Concerning Kickback Allegations,2024-10-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/brookline-hospital-to-pay-up-to-65-million-to-resolve-false-claims-act-liability-concerning-kickback-allegations/
Chicago Lab Owner Pleads Guilty to $14 Million COVID-19 Fraud Scheme,2024-10-01,COVID-19Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/chicago-lab-owner-pleads-guilty-to-14-million-covid-19-fraud-scheme/
"Lehigh Valley-Area Doctor Agrees to Pay $45,000 to Resolve False Claims Act Liability",2024-10-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/lehigh-valley-area-doctor-agrees-to-pay-45000-to-resolve-false-claims-act-liability/
"AG Moody’s Medicaid Fraud Control Unit Secures More Than $700,000 Through Multistate Action from Toxicology Laboratory",2024-10-02,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-moodys-medicaid-fraud-control-unit-secures-more-than-700000-through-multistate-action-from-toxicology-laboratory/
Texas Hospital CEO to Pay Over $5.3M to Settle Kickback Allegations Involving Laboratory Testing,2024-10-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/texas-hospital-ceo-to-pay-over-53m-to-settle-kickback-allegations-involving-laboratory-testing/
Precision Toxicology Agrees to Pay $27M to Resolve Allegations of Unnecessary Drug Testing and Illegal Remuneration to Physicians,2024-10-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/precision-toxicology-agrees-to-pay-27m-to-resolve-allegations-of-unnecessary-drug-testing-and-illegal-remuneration-to-physicians/
Martin Handler Sentenced To 58 Months For Fraud On Federal Head Start Program And Tax Evasion,2024-10-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/martin-handler-sentenced-to-58-months-for-fraud-on-federal-head-start-program-and-tax-evasion/
Wichita Brothers Plead Guilty To Defrauding The Government,2024-10-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/wichita-brothers-plead-guilty-to-defrauding-the-government/
Operator Of South Carolina Medicaid Call Center Agrees To Pay $11.3 Million To Resolve False Claims Act Liability; Two Former Employees Plead Guilty To Wire Fraud,2024-10-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/operator-of-south-carolina-medicaid-call-center-agrees-to-pay-113-million-to-resolve-false-claims-act-liability-two-former-employees-plead-guilty-to-wire-fraud/
"Ten Pharmaceutical Distributor Executives, Sales Representatives, And Brokers Charged In Connection With Unlawful Sales Of Nearly 70M Opioid Pills",2024-10-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ten-pharmaceutical-distributor-executives-sales-representatives-and-brokers-charged-in-connection-with-unlawful-sales-of-nearly-70m-opioid-pills/
Merrillville Doctor Sentenced To Prison And Ordered To Pay Restitution,2024-10-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/merrillville-doctor-sentenced-to-prison-and-ordered-to-pay-restitution/
North Carolina Physician Assistant Sentenced To Six Years In Prison For Role In $10 Million Telemedicine Fraud Scheme,2024-10-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/north-carolina-physician-assistant-sentenced-to-six-years-in-prison-for-role-in-10-million-telemedicine-fraud-scheme/
"BrightStar Care of Chattanooga Agreed to Pay $20,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2024-10-08,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/brightstar-care-of-chattanooga-agreed-to-pay-20000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Touchstone Strategies-Bulverde and The Heights of Bulverde Agreed to Pay $436,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2024-10-08,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/touchstone-strategies-bulverde-and-the-heights-of-bulverde-agreed-to-pay-436000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Attorney General Josh Stein Announces $625,000 Health Care Fraud Settlement",2024-10-09,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-625000-health-care-fraud-settlement/
